term_id,english_term,description,transliteration,native_term
ISMT-4.18.61,"maniacal excitement
with symptoms of
gulping excess water
and singing","Characterized by winking eyes in acceptance, calling to
strangers as if familiar, singing, making fun, undressing and
gulping water to excess",Maruṭ kirikai,மருட கிாிைக
ISMT-4.18.62,"catatonic withdrawal
with symptom of
holding breath","Characterized by muteness, benumbed in cold, holding
breath, staying immobile",Mūṭu kirikai,மூடு கிாிைக
ISMT-4.18.63,"catatonic excitement
with body pain, tremors
and dancing","Characterized by meaningless talk, yelling with pounding
veins, dancing, moving head, grumbling, body pain with
tremors, frequent crying, redness of eyes, scratching body
and drooling of saliva",Valippu kirikai,வலிப்பு கிாிைக
ISMT-4.18.64,"maniacal excitement
with gulping excess
water","Characterized by gulping excess water, vomiting, sunken
eyes, failing to eat, nodding head, humming, giving signs
and dancing",Nīrkuṭi kirikai,நீர்குடி கிாிைக
ISMT-4.18.65,"catatonic excitement
with aimless run
towards sepulchre","Characterized by aimless run towards sepulchre, shouting
for help, slapping own face, rolling over ashes and tearing
clothes, calling by devil’s name, biting and sucking
human blood",Pēypiṭi kirikai,தபயபிடி கிாிைக
ISMT-4.18.66,forgetfulness,,Maṟati,மறதி
ISMT-4.18.67,anxiety,,"Maṉakkalakkam /
maṉakkuẕappam","ம்்ககல்ககம் /
ம்்ககுழப்பம்"
ISMT-4.18.68,confusion,,Tiyakkam / matimayaṅkal,"திய்ககம் /
மதிமயஙகல்"
ISMT-4.18.69,illusion,,Māykai,மாயைக
ISMT-4.19.1,"hyperpigmented skin
rashes in paediatrics","Characterized by inconsolable crying, loss of appetite, body
pain, dryness of mouth, blackish discoloration of lips, fever,
abdominal distention, hoarseness of voice, etc.;
considered incurable",Karuṅkiranti,கருஙகிரநதி
ISMT-4.19.2,"erythema toxicum
neonatorum","Occurs up to three months of age; considered to be a
congenital disorder attributable to uterine defect; when
redness occurs all over body, characterized by reddish
discoloration of limbs and body due to association of vaḷi
aẕal and aiyam","Ceṅkiranti / cevvāppu /
cevvāppuk kaṭṭi","ப்சஙகிரநதி /
ப்சவவாப்பு /
ப்சவவாப்பு்க கடடி"
ISMT-4.19.3,paediatric disease,,"Kuẕantaikaḷ nōy / pālar
nōy/ matalai nōy","குழநைதகள
தநாய / பாலர்
தநாய/ மதைல தநாய"
ISMT-4.19.4,"emaciating disease of
children","A fatal disease in children characterized by emaciation, pallor
of skin, withering of limbs, dyspnoea, excessive thirst,
protrusion of umbilicus and loss of appetite",Tērai tōṣam,ததைர ததாஷம்
ISMT-4.19.5,"digestive disorders of
children","caused by indigestion due to poor digestive fire or altered
digestive fire in infants after introduction of weaning food;
characterized by emaciation, nystagmus, drooling of saliva,
vomiting, rigor, loss of appetite, diarrhoea, dehydration,
headache, shining of body, burning micturition and
constipation; mainly due to vitiation of aiyam and aẕal;
classified in 21 types","Māntam / anta
rōkam/māntiyam","மாநதம் / மாநத
தராகம் / மாநதியம்"
ISMT-4.19.6,"paediatric digestive
disorder with anuria
and constipation","Characterized by loss of appetite, inconsolable crying,
cough, internal fever, constipation, anuria, tiredness,
yawning, headache, abdominal pain, sweating and flatulence",Kaṭṭu māntam,கடடு மாநதம்
ISMT-4.19.7,lactose intolerance,"Characterized by productive cough, severe body pain,
abdominal distention with milk-like diarrhoea, vomiting,
chilliness, giddiness, dark circles around eyes",Pāl māntam,பால் மாநதம்
ISMT-4.19.8,"paediatric digestive
disorder due to increased
vaḷi accumulation in
intestine","Characterized by constipation and oliguria due to increased
vaḷi in intestine; baby screams loudly and there is loss of
appetite; explained by increased aẕal ; among uṭaṟtātukkaḷ
cāram, cennīr is affected",Uḷai māntam,உைள மாநதம்
ISMT-4.19.9,"paroxysmal intercostal
breathing due to partial
airway obstruction",,Aḷḷu māntam,அளளு மாநதம்
ISMT-4.19.10,"cough due to
indigestion","With wheezing, stridor and hoarseness of voice",Mānta irumal,மாநத இருமல்
ISMT-4.19.11,"respiratory disorders
in children","Congenital diseases of children aged between three and
seven years when they feed on rice and milk; a sequel of
digestive disorders left untreated or unresolved; due to
increased indigestion, reduced absorption of macro- and
micro-nutrients leads to reduction in immunity and repeated
episodes of exacerbation of aiyam due to aẕal in body;
predominantly affects respiratory system and gastrointestinal
system of children; manifested with breathlessness,
abdominal discomfort, diarrhoea, giddiness, cough, fever,
rhinitis and loss of appetite","Kaṇam / kaṇaccūṭu /
kaṇarōkam / kaṇa pāla
rōkam / kaṇa vetuppu","கணம் / கணசசூடு /
கணதராகம் / கண
பால தராகம் /
கண பவதுப்பு"
ISMT-4.19.12,"infectious or allergic
disease of infants","Paediatric disease caused by contact; due to improper
handling, with infections caused by external factors such as
zoophilism, vectors, and human interventions; manifested by
refusal to take feed of milk, greenish diarrhoea, fever, sunken
eyes, vomiting, excessive thirst, continuous crying,
abdominal discomfort and breathlessness",Tōṭam,ததாடம்
ISMT-4.19.13,paediatric epilepsy,"A neurological disorder in children marked by sudden
recurrent episodes of sensory disturbance, loss of
consciousness, or convulsions; mainly due to derangement
of vitiated vaḷi; classified in eight types",Piraḷi,பிரளி
ISMT-4.19.14,"paediatric epilepsy
associated with
obstructive uropathy
and facial oedema","Characterized by abdominal distention, nausea, vomiting,
constipation, obstructive uropathy and facial oedema","Kāyccalip piraḷi curap
piraḷi / kāyccal piraḷi","காயச்சலிப் பிரளி
சுரப் பிரளி /
காயச்சல் பிரளி"
ISMT-4.19.15,"paediatric epilepsy
associated with
abdominal distention
with froth in mouth","Characterized by stony hard distention of abdomen,
constipation, staring, spasms / convulsions, expulsion of
frothy saliva and loss of appetite",Caṉṉi piraḷi,்சன்ி பிரளி
ISMT-4.19.16,"paediatric epilepsy
associated with fever
with rigor","Characterized by fever with rigor, sweating, giddiness,
white urine",Vicap /viṣap piraḷi,வி்சப் / விஷப் பிரளி
ISMT-4.19.17,"paediatric epilepsy
associated with
respiratory- and
gastrointestinal-tract-
related features","Characterized by abdominal distention, constipation,
vomiting, loss of appetite, fever, dryness in mouth, hiccough,
dyspnoea, running nose",Tontappiraḷi,பதாநதப்பிரளி
ISMT-4.19.18,"paediatric epilepsy
associated with
dyspnoea and
hoarseness of voice","Characterized by stomach pain, abdominal disturbance,
diarrhoea, loss of appetite, dyspnoea, fever with rigor,
excessive thirst, hoarseness of voice; if left untreated,
patient may die",Iẕuppirumal cuvāca piraḷi,"இழுப்பிருமல்
சுவா்ச பிரளி"
ISMT-4.19.19,"paediatric epilepsy
associated with
anuria and
constipation","Characterized by dyspnoea, anuria and constipation, running
nose, fever",Mukkal piraḷi,மு்ககல் பிரளி
ISMT-4.19.20,"neonatal dermato-
logical disorder
characterized by
abdominal discomfort,
cat-like voice",,Cikappu rōkam,்சிகப்பு தராகம்
ISMT-4.19.21,"neonatal dermatologi-
cal disorder character-
ized by bleeding per
rectum and green
diarrhoea","Characterized by fever, green diarrhoea, bleeding per anus,
abdominal distention, chilliness of extremities, sleepiness,
refusal of mother’s milk",Vāta kaṇṭi cikappu,வாத கணடி ்சிகப்பு
ISMT-4.19.22,"a type of diathesis
due to evil influence
in children","Characterized by mucopurulent discharge from eyes,
emaciation, giddiness, etc.; supposedly due to evil influence
of devil responding to planetary conditions; classified
in six types",Eṭci tōṣam,எட்சி ததாஷம்
ISMT-4.19.23,infant head lag,"Head of infant seems to hang posteriorly behind the trunk
when the child is pulled up to sitting position",Talai kuẕaiyum,தைல குைழயும்
ISMT-4.19.24,bruxism,"Tooth-grinding and jaw-clenching; common in children;
related to stress or anxiety",Paṟ kaṭittal,பற் கடிததல்
ISMT-4.19.25,tabes mesenterica,"Disease affecting children aged 3 to 7 years, characterized
by cold, cough, fever, difficulty in breathing, hazy vision,
aversion to drinking milk, stomach rumble, dryness of mouth,
joint and muscle pain and emaciated body like a stork",Cuẕi kaṇam,சுழி கணம்
ISMT-4.19.26,weak and emaciated,,Cavaḷai,்சவைள
ISMT-4.20.1,animal poisoning,Poisoning due to reptiles,Centu viṭam,ப்சநது விடம்
ISMT-4.20.2,poison,"Any substance which, when relatively small amounts are
ingested, inhaled, absorbed or applied to, injected into, or
developed within the body, causes damage to structure or
disturbs function, producing symptoms, illness or death",Nañcu / viṭam / tōṣam,"நஞசு /
விடம் / ததாஷம்"
ISMT-4.20.3,"toxic signs
and symptoms",,Nañcukkuṟi kuṇaṅkaḷ,நஞசு்ககுறி குணஙகள
ISMT-4.20.4,highly poisonous,An incurable poisonous bite,Makā viṭam,மகா விடம்
ISMT-4.20.5,"toxicity of metallic/
mineral based
medicines","Adverse effects due to ill-prepared complex medicines with
heavy metals, minerals and innumerable plants, including
toxic plants",Perumaruntu nañcu,பபருமருநது நஞசு
ISMT-4.20.6,mercurial poisoning,"Poisonous effects through inappropriate usage of mercury
are characterized by ulceration in gums, tongue, mouth,
buccal cavity and stomach, trismus, hyperhidrosis,
hypersalivation with foul odour, toddy-like salivation,
dysphagia, hyperpigmented patches in abdomen, reddish
patches all over body, fissures with watery discharge in sole,
melena, pallor, loss of vision and hearing, blabbering like a
lunatic, removing and tearing clothes of self and others,
throwing stones, climbing hills, jumping in water, often
resulting in drowning",Iraca nañcu,இர்ச நஞசு
ISMT-4.20.7,inorganic poisoning,"A collective term to denote toxic symptoms produced by
metals, minerals, inorganic substances, and salt",Tātu viṭam,தாது விடம்
ISMT-4.20.8,all types of poison,,"Carva viṭam /
cakala viṭam","்சர்வ விடம் /
்சகல விடம்"
ISMT-4.20.9,calomel poisoning,"Poisonous effects of calomel are characterized by
hypersalivation, ulcerative stomatitis, ulcerative gastritis,
ulcerative gingivitis, ulcerative glossitis, ulcer in palate,
orchitis, malena, vomiting, lumbago, ulcerative uvulitis,
foul-smelling saliva, dysphagia, pimples, and abscess in
chest progressing to ulcer",Pūra nañcu,பூர நஞசு
ISMT-4.20.10,cinnabar poisoning,"Poisonous effects of inappropriate usage of cinnabar are
characterized by ulcerative stomatitis, gastritis, enteritis
resembling dried cotton plant flower, aphasia, bad breath,
tongue hypersensitive to spicy substances, burning
sensation in stomach and spoiled toddy or vinegar-like saliva",Liṅka nañcu,லிஙக நஞசு
ISMT-4.20.11,"mercuric chloride
poisoning","Poisonous effects of inappropriate usage of mercuric chloride
are characterized by hypersalivation, ulcerative stomatitis,
ulcerative gastritis, laryngitis, watery diarrhoea, vomiting,
pharyngitis, hiccoughs, puffiness of face, morbid thirst,
unconsciousness, syncope, convulsions and throbbing pain
in hypochondrial region",Vīra nañcu,வீர நஞசு
ISMT-4.20.12,sulfur poisoning,"Poisonous effects of inappropriate usage of sulfur are
characterized by yellowish discoloration of conjunctiva, pallor
of face, discoloration of skin similar to ridge of gourd flower,
disfigured blackish discoloration of teeth, hyperhidrosis with
yellowish colour, yellowish urine resembling goat urine, dark
yellow faeces, halitosis, dyspepsia, false hunger, flatulence,
distended abdomen with pain",Kantaka nañcu,கநதக நஞசு
ISMT-4.20.13,"yellow orpiment /
yellow arsenic
poisoning","Poisonous effects of inappropriate usage of yellow orpiment
are characterized by ulcerated nail buds with purulent
discharge, epistaxis, loss of taste, aversion to food, gastritis,
pruritis in scalp, tip of hair becoming red, dyspnoea,
lassitude, flank pain and distended lower abdomen",Tāḷaka nañcu,தாளக நஞசு
ISMT-4.20.14,"white arsenic
poisoning","Poisonous effects of inappropriate usage of white arsenic are
characterized by haemolysis, eruptions as in bullous
impetigo, pain in limbs, muscular weakness and signs of
collapse in extremities, resembling ape hand; progressive
oedema of face, bitterness of mouth, sweetish metallic taste,
inflammation of stomach and tongue, inflammation of soft
palate, nausea, vomiting with foul smell, dysphagia,
inflammation of nasal septum, delirium, disease of the head,
excessive thirst, hematemesis, dysentery, anuria, oliguria,
impairment of intellect, anasarca, cramps, headache,
unconsciousness and blabbering","Veḷḷaippāṭāṇa nañcu /
pāṭāṇa nañcu / pāṭāṇa
ūṟu / pāṣāṇa tīkkuṇam","பவளைளப்பாடாண
நஞசு /
பாடாண நஞசு /
பாடாண ஊறு /
பாஷாண தீ்ககுணம்"
