term_id,english_term,description,transliteration,native_term
IUMT-5.7.47,flatulence,Accumulation of gases in stomach,Nafkh-i-Mi‘da,ہدعم خفن
IUMT-5.7.48,excessive belching,"A morbid state in which patient emits gases
produced excessively in stomach through mouth",Kathrat-i-Jushā’,ءاشج ترثك
IUMT-5.7.49,excessive yawning,"A morbid state in which patient opens mouth
excessively due to vapours accumulating in
muscles of jaws and lips",Kathrat-i-Tathā’ub,بواثت ترثك
IUMT-5.7.50,excessive pandiculation,"A morbid state in which the patient stretches the
body excessively due to vapours accumulating
in body muscles",Kathrat-i-Tamaṭṭī,ىطمت ترثك
IUMT-5.7.51,retention of flatus,"A morbid state in which gas accumulated in
stomach is not released through belching",Iḥtibās-i-Jushā’,ءاشج سابتحا
IUMT-5.7.52,vomiting,"A morbid state characterized by expulsion of
contents of stomach through mouth; this term
does not cover Qay’ mentioned under
regimenal therapy",Qay’,ءيق
IUMT-5.7.53,bilious vomiting,"A morbid state characterized by expulsion of
bilious material through vomiting, thirst and
bitter taste",Qay’ Ṣafrāwī,یوارفص ءيق
IUMT-5.7.54,phlegmatic vomiting,"A morbid state characterized by expulsion of
phlegmatic material through vomiting,
decreased thirst and sour, salty or sweet taste,
borborygmi and increased salivation",Qay’ Balghamī,یمغلب ءيق
IUMT-5.7.55,melancholic vomiting,"A morbid state characterized by expulsion of
melancholic material through vomiting, absence
of thirst, sour taste and flatulence",Qay’ Sawdāwī,یوادوس ءيق
IUMT-5.7.56,"vomiting associated with
disease of organ other
than stomach","A morbid state characterized by recurrent
episodes of vomiting accompanied by disease
of any other organ than stomach, such as brain,
liver, gallbladder, spleen or uterus",Qay’ Shirkī,يكرش ءيق
IUMT-5.7.57,"vomiting during crisis
period of disease","Vomiting occurring at the turning point of a
disease for better or worse",Qay’ Buḥrānī,ينارحبءيق
IUMT-5.7.58,haematemesis,"Vomiting of blood with bleeding from
oesophagus and stomach",Qay’ al-Dam,مدلا ءيق
IUMT-5.7.59,retching,"making the sound and action of vomiting without
expulsion of contents of stomach",Al-Tahawwu‘,عوھتلا
IUMT-5.7.60,nausea,"feeling of discomfort in stomach, with
desire to vomit",Al-Ghathayān,نایثغلا
IUMT-5.7.61,persistent nausea,"long-lasting feeling of discomfort in stomach,
with desire to vomit",Taqallub al-Nafas,سفنلا بلقت
IUMT-5.7.62,hiccup/hiccough,"Involuntary upward movement of muscles of
stomach and diaphragm as a result of irritation
or dryness of cardiac end of stomach",Fuwāq / Hichkī,یکچہ / قاوف
IUMT-5.7.63,"hiccup due to pre-
dominance of heat in
stomach","A morbid state characterized by hiccup
accompanied by intense thirst and inclination to
eat dietary substances of cold temperament",Fuwāq Ḥārr,راح قاوف
IUMT-5.7.64,"hiccup due to pre-
dominance of coldness
in stomach","A morbid state characterized by hiccup
accompanied by decreased thirst, inclination to
eat dietary substances of hot temperament, and
delayed digestion",Fuwāq Bārid,دراب قاوف
IUMT-5.7.65,"hiccup due to pre-
dominance of yellow
bile in stomach","A morbid state characterized by hiccup
accompanied by bitter taste and bilious vomiting",Fuwāq Ṣafrāwī,یوارفص قاوف
IUMT-5.7.66,"hiccup due to
predominance of
black bile in
stomach","A morbid state characterized by hiccup
accompanied by sour taste, burning sensation
in stomach and blackish and foul-
smelling vomiting",Fuwāq Sawdāwī,یوادوس قاوف
IUMT-5.7.67,"hiccup due to pre-
dominance of dryness
in stomach","A morbid state caused by excessive dryness,
excessive evacuation, starvation, etc.",Fuwāq Yubsī,یسبی قاوف
IUMT-5.7.68,"hiccup due to large
quantity of ingested food","Hiccup due to large quantity of ingested food
irritating cardiac end of stomach",Fuwāq Imtilā’ī,یئلاتما قاوف
IUMT-5.7.69,"hiccup due to irritation of
cardiac end of stomach","A morbid state caused by intake of sour and
spicy food, abnormal qualitative change in
ingested food, etc.",Fuwāq Ladh‘ī,یعذل قاوف
IUMT-5.7.70,"hiccup due to retention
of gases","A morbid state characterized by hiccup
occurring after indigestion and intake of flatulent
diets, belching, flatulence and borborygmi",Fuwāq Riyāḥī,یحایر قاوف
IUMT-5.7.71,"hiccup due to inflamma-
tory condition of other
organs","A morbid state characterized by hiccup
accompanied by clinical features of inflamma-
tory diseases of brain, stomach or liver",Fuwāq Waramī,یمرو قاوف
IUMT-5.7.72,"coagulation of blood in
stomach","A morbid state characterized by cold sweats,
rigors and fainting",Jumūd al-Dam fi’l Mi‘da,ۃدعملا يف مدلا دومج
IUMT-5.7.73,"coagulation of milk in
stomach","A morbid state characterized by restlessness,
cold sweats, cold extremities, breathlessness,
nausea, etc.",Jumūd al-Laban fi’l Mi‘da,ۃدعملا يف نبللا دومج
IUMT-5.7.74,atrophy of stomach,"Thinning of muscles of stomach; a morbid state
characterized by excretion of undigested food in
the stool, constipation, loss of appetite
and emaciation",Tahalhul al-Mi‘da,ۃدعملا لھلھت
IUMT-5.7.75,"reflux of contents of
stomach after gastric
digestion",,Inqilāb al-Mi‘da,ۃدعملا بلاقنا
IUMT-5.7.76,"restlessness due to
involvement of stomach","A morbid state occurring due to infiltration of
disease-causing matter into stomach,
characterized by nausea and restlessness",Al-Qalaq al-Mi‘dī,یدعملا قلقلا
IUMT-5.7.77,trembling of stomach,"Feeling of trembling movement of stomach; a
morbid state usually caused by humours which
produce irritation in the stomach",Ikhtilāj al-Mi‘da,ۃدعملا جلاتخا
IUMT-5.7.78,heartburn,"Pain of cardiac end of stomach; a morbid state
characterized by severe pain, cold extremities
and fainting",Waja‘ al-Fuwād,داوفلا عجو
IUMT-5.7.79,"burning sensation of
stomach","A morbid state caused by intake of foods of
different qualities at one time, retention of raw
fluids into cardiac end of stomach, or pouring of
black bile on it",Ḥurqat-i-Mi‘da,ہدعم تقرح
IUMT-5.7.80,"itching sensation of
stomach","A morbid state occurring due to presence of
irritant humour in stomach or eruptions
appearing on internal surface of stomach",Ḥikka’-i-Mi‘da,"ہدعم ہكح
ٔ"
IUMT-5.7.81,"itching sensation of
stomach due to irritant
humour","Itching sensation of stomach due to humour
causing irritation of stomach; a morbid state
characterized by relief in itching after food intake",Ḥikka’-i-Mi‘da Khilṭī,"یطلخ ہدعم ہكح
ٔ"
IUMT-5.7.82,"itching sensation of
stomach due to gastric
eruptions","Itching sensation of stomach due to eruptions
appearing on internal surface of stomach; a
morbid state characterized by burning sensation
in stomach after food intake",Ḥikka’-i-Mi‘da Buthūrī,"یروثب ہدعم ہكح
ٔ"
IUMT-5.7.83,spasm of stomach,"A morbid state resulting in disturbance of
digestive functions of stomach",Tashannuj al-Mi‘da,ۃدعملا جنشت
IUMT-5.7.84,hardening of stomach,"A morbid state characterized by excessive
salivation, hardness of abdomen on palpation
and gastric pain on swallowing",Jus’a al-Mi‘da,
IUMT-5.7.85,"decrease in size of the
stomach","A morbid state characterized by pain in stomach
after having large quantity of food",Taṣaghghur-i-Mi‘da,ہدعمرغصت
IUMT-5.7.86,gastric perforation,"Perforation of stomach; a morbid state in which
a punctured lesion is formed in stomach",Kharq-i-Mi‘da,ہدعم قرخ
IUMT-5.7.87,hepatic insufficiency,"A morbid state characterized by decreased
appetite, skin discoloration, emaciation and
diarrhoea similar in colour to raw-meat washings","Ḍu‘f al-Kabid / Ḍu‘f-i-
Jigar",رگج فعض / دبكلا فعض
IUMT-5.7.88,"morbid temperament of
liver","A morbid state occurring due to predominance
of heat, cold, moistness or dryness in liver","Sū’ Mizāj al-Kabid / Sū’-
i-Mizāj-i-Jigar","ءوس / دبكلا جازم ءوس
رگج جازم"
IUMT-5.7.89,"hot morbid temperament
of liver","A morbid state characterized by intense thirst,
bitter taste, roughness of tongue, decreased
appetite, swift pulse, yellowish discoloration of
body and eyes and increased temperature at
site of liver","Sū’ Mizāj al-Kabid al-
Ḥārr / Sū’-i-Mizāj-i-Jigar
Ḥārr","/راحلا دبکلا جازم ءوس
راح رگج جازم ءوس"
IUMT-5.7.90,"cold morbid tempera-
ment of liver","A morbid state characterized by diarrhoea,
puffiness of face, decreased thirst, whitish skin
and lips, slow pulse and white urine of thick
consistency","Sū’ Mizāj al-Kabid al-
Bārid / Sū’-i-Mizāj-i-Jigar
Bārid","/ درابلا دبکلا جازم ءوس
دراب رگج جازم ءوس"
IUMT-5.7.91,"moist morbid tempera-
ment of liver","A morbid state characterized by decreased
thirst, increased salivation, puffiness of face and
eyes, increased sleep, lethargy, disturbed
senses and indigestion","Sū’ Mizāj al-Kabid al-
Raṭb / Sū’-i-Mizāj-i-Jigar
Raṭb","/ بطرلا دبکلا جازم ءوس
بطر رگج جازم ءوس"
IUMT-5.7.92,"dry morbid temperament
of liver","A morbid state characterized by thirst, weight
loss, decreased quantity of stool, firm and
incompressible pulse, white urine of thin
consistency and decreased quantity of blood","Sū’ Mizāj al-Kabid al-
Yābis / Sū’ Mizāj-i-Jigar
Yābis","/ سبایلا دبکلا جازم ءوس
سبای رگج جازم ءوس"
IUMT-5.7.93,obstructions of liver,"A morbid state characterized by pallor, weight
loss, decreased quantity of blood in body,
heaviness without pain in liver and soft and
whitish stool",Sudad al-Kabid,دبكلا ددس
IUMT-5.7.94,"collection of gaseous
matter in liver","A morbid state characterized by feeling of
distension below the lower ribs at right side","Nafkha al-Kabid / Nafkh-
o-Riyāḥ-i-Jigar","/ دبکلا ۃخفن
رگج حایر و خفن"
IUMT-5.7.95,hepatalgia,"Pain in liver; a morbid state characterized by
mild to severe pain in liver depending on the
causative factor, e.g., inflammation of liver,
accumulation of gases, hot or cold morbid
temperament of liver, etc.","Waja‘ al-Kabid / Dard-i-
Jigar",رگج درد / دبكلا عجو
IUMT-5.7.96,severe hepatalgia,"Severe pain of liver caused by intake of cold
water just after strenuous exercise, empty
stomach, or after steam bath",Sharqa,ہقرش
IUMT-5.7.97,inflammation of liver,"A morbid state characterized by unpleasant
appearance of body and face, heaviness below
right lower ribs, inability to sleep on right side","Waram al-Kabid /
Waram-i-Jigar",رگج مرو / دبكلا مرو
IUMT-5.7.98,"sanguineous inflamma-
tion of liver","A morbid state characterized by high-grade
fever, intense thirst, restlessness, burning
sensation at site of liver with heaviness and
severe pain, redness of face and tongue, loss of
appetite, dry cough and hiccup","Waram al-Kabid al-
Damawī / Waram-i-Jigar
Damawī","مرو / يومدلا دبكلا مرو
یومد رگج"
IUMT-5.7.99,"bilious inflammation
of liver","A morbid state characterized by high-grade
fever, excessive thirst, restlessness, severe
burning, piercing pain, rapid pulse, yellowish
urine and bilious vomiting and loose motions","Waram al-Kabid al-Ṣa-
frāwī / Waram-i-Jigar
Ṣafrāwī","/ يوارفصلا دبكلا مرو
یوارفص رگج مرو"
IUMT-5.7.100,"phlegmatic inflammation
of liver","A morbid state characterized by inflammation of
liver without pain and fever, whitish face and
tongue, decreased thirst and white-coloured
phlegmatic loose motions","Waram al-Kabid al-Bal-
ghamī / Waram-i-Jigar
Balghamī","مرو / يمغلبلا دبكلا مرو
یمغلب رگج"
IUMT-5.7.101,"melancholic inflamma-
tion of liver","A morbid state characterized by hardness of
liver, increased thirst and dryness of tongue","Waram al-Kabid al-
Sawdāwī / Waram-i-Jigar
Sawdāwī","مرو / يوادوسلا دبكلا مرو
یوادوس رگج"
IUMT-5.7.102,liver injury due to trauma,"A morbid state in which liver becomes swollen
and in severe cases there may be hematemesis
and diarrhoea with blood","Ḍarba wa Saqṭa
al-Kabid /
Ḍarba-o-Saqṭa’-i-Jigar","/ دبكلا ةطقس و ةبرض
رگج ہطقس و ہبرض
ٔ"
IUMT-5.7.103,"eruptions appearing on
surface of liver","A morbid state characterized by burning
sensation in liver, rigor and chills","Tabaththur al-Kabid /
Tabaththur-i-Jigar",رگج رثبت / دبكلا رثبت
IUMT-5.7.104,decreased size of liver,"A morbid state characterized by heaviness after
intake of food in moderate quantity, weak
digestion and gradual weight loss","Ṣighar al-Kabid /
Ṣighar-i-Jigar",رگج رغص / دبكلا رغص
IUMT-5.7.105,"fluttering sensation in
liver","A morbid state characterized by sensation of
quivering in liver and piercing and cold sweats","Khafqa al-Kabid/
Khafqa’-i-Jigar","رگج ہقفخ / دبكلا ةقفخ
ٔ"
IUMT-5.7.106,liver abscess,"A morbid state characterized by high-grade
fever, pain, burning sensation in liver, intense
thirst, redness of face, loss of appetite,
restlessness, redness of face","Dubayla al-Kabid /
Dubayla’-i-Jigar","رگج ہلیبد / دبكلا ةلیبد
ٔ"
IUMT-5.7.107,hepatic calculi,"Calculi formation in liver; a morbid state
characterized by vomiting after complete
digestion of food, and pain and irritation
in the liver","Ḥaṣā al-Kabid /
Ḥaṣāt-i-Jigar","تاصح / دبكلا ۃاصح
رگج"
IUMT-5.7.108,"mild oedema with hepatic
insufficiency","Inability of liver to produce normal humours; a
morbid state caused by deranged temperament
of liver whose debility is characterized by pallor
and oedema of extremities",Sū’ al-Qinya,ةینقلا ءوس
IUMT-5.7.109,dropsy,"Collection of cold matter in organs and their
cavities; a morbid state in which matter of cold
temperament gets accumulated in external and
internal organs of body",Istisqā’,ءاقستسا
IUMT-5.7.110,anasarca,"Generalized pitting oedema; a morbid state
characterized by whitish lustreless face,
generalized pitting oedema, sour taste,
decreased thirst, wavy pulse and whitish
stool and urine",Istisqā’ Laḥmī,يمحل ءاقستسا
